STATION_ID,Year,VALUE,Elevation,Latitude,Longitude,Basin #,Basin Name,Area,Volume
CRC,2002,0.017187333333333336,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,45064231.24990267
CRC,2003,0.015007166666666665,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,39347955.61106033
CRC,2004,0.016234833333333334,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,42566829.27176767
CRC,2005,0.025315333333333332,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,66375394.796654664
CRC,2006,0.022457833333333333,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,58883188.862249665
CRC,2007,0.010033,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,26305967.503022
CRC,2008,0.018414999999999997,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,48283104.91060999
CRC,2009,0.020552833333333333,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,53888384.90597966
CRC,2010,0.03583516666666667,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,93957812.19961233
CRC,2011,0.016996833333333336,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,44564750.85427567
CRC,2012,0.012424833333333333,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,32577221.359227665
CRC,2013,0.0026323636363636367,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,6901910.921391274
CRC,2014,0.011070166666666666,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,29025360.76810233
CRC,2015,0.014562666666666666,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,38182501.35459733
CRC,2016,0.014139333333333332,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,37072544.91987066
CRC,2017,0.043158833333333334,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,113160058.52038367
CRC,2018,0.02734733333333333,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,71703185.68334267
CRC,2019,0.03196166666666667,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,83801710.82186335
CRC,2020,0.007958666666666666,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,20867180.97286133
CRC,2021,0.024553333333333337,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,64377473.21414667
CRC,2022,0.012467166666666668,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,32688217.002700336
CRC,2023,0.038078833333333326,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,99840581.30366364
CRC,2024,0.03268133333333334,6800,37.583,-118.7,11001,OWENS RIVER,2621944334.0,85688636.76089868
CTT,1949,0.007302500000000001,3775,36.417,-118.033,11001,OWENS RIVER,1333821447.0,9740231.1167175
CTT,1950,0.00635,3775,36.417,-118.033,11001,OWENS RIVER,1333821447.0,8469766.18845
CTT,1951,0.009588499999999998,3775,36.417,-118.033,11001,OWENS RIVER,1333821447.0,12789346.944559498
CTT,1952,0.016234833333333334,3775,36.417,-118.033,11001,OWENS RIVER,1333821447.0,21654368.8884705
CTT,1953,0.0033655,3775,36.417,-118.033,11001,OWENS RIVER,1333821447.0,4488976.0798785
