STATION_ID,DURATION,SENSOR_NUMBER,SENS_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
BIS,M,2,RAIN,1955-05-01 00:00,1955-08-31 00:00,0.88,,INCHES
BIS,M,2,RAIN,1955-06-01 00:00,1955-09-30 00:00,0.00,,INCHES
BIS,M,2,RAIN,1955-07-01 00:00,1955-10-31 00:00,0.04,,INCHES
BIS,M,2,RAIN,1955-08-01 00:00,1955-11-30 00:00,0.22,,INCHES
BIS,M,2,RAIN,1955-09-01 00:00,1955-12-31 00:00,0.14,,INCHES
BIS,M,2,RAIN,1955-10-01 00:00,1955-01-31 00:00,0.00,,INCHES
BIS,M,2,RAIN,1955-11-01 00:00,1955-02-28 00:00,0.09,,INCHES
BIS,M,2,RAIN,1955-12-01 00:00,1955-03-31 00:00,4.02,,INCHES
BIS,M,2,RAIN,1956-01-01 00:00,1956-04-29 00:00,1.45,,INCHES
BIS,M,2,RAIN,1956-02-01 00:00,1956-05-30 00:00,0.00,,INCHES
BIS,M,2,RAIN,1956-03-01 00:00,1956-06-29 00:00,0.00,,INCHES
BIS,M,2,RAIN,1956-04-01 00:00,1956-07-30 00:00,2.26,,INCHES
BIS,M,2,RAIN,1956-05-01 00:00,1956-08-30 00:00,0.34,,INCHES
BIS,M,2,RAIN,1956-06-01 00:00,1956-09-29 00:00,0.00,,INCHES
BIS,M,2,RAIN,1956-07-01 00:00,1956-10-30 00:00,0.05,,INCHES
BIS,M,2,RAIN,1956-08-01 00:00,1956-11-29 00:00,0.00,,INCHES
BIS,M,2,RAIN,1956-09-01 00:00,1956-12-30 00:00,0.00,,INCHES
BIS,M,2,RAIN,1956-10-01 00:00,1956-01-31 00:00,0.46,,INCHES
BIS,M,2,RAIN,1956-11-01 00:00,1956-02-29 00:00,0.00,,INCHES
BIS,M,2,RAIN,1956-12-01 00:00,1956-03-31 00:00,0.05,,INCHES
BIS,M,2,RAIN,1957-01-01 00:00,1957-05-01 00:00,1.61,,INCHES
BIS,M,2,RAIN,1957-02-01 00:00,1957-06-01 00:00,0.57,,INCHES
BIS,M,2,RAIN,1957-03-01 00:00,1957-07-01 00:00,0.07,,INCHES
BIS,M,2,RAIN,1957-04-01 00:00,1957-08-01 00:00,0.41,,INCHES
BIS,M,2,RAIN,1957-05-01 00:00,1957-09-01 00:00,0.47,,INCHES
BIS,M,2,RAIN,1957-06-01 00:00,1957-10-01 00:00,0.00,,INCHES
BIS,M,2,RAIN,1957-07-01 00:00,1957-11-01 00:00,0.01,,INCHES
BIS,M,2,RAIN,1957-08-01 00:00,1957-12-01 00:00,0.00,,INCHES
BIS,M,2,RAIN,1957-09-01 00:00,1957-01-01 00:00,0.05,,INCHES
BIS,M,2,RAIN,1957-10-01 00:00,1957-01-31 00:00,1.58,,INCHES
BIS,M,2,RAIN,1957-11-01 00:00,1957-02-28 00:00,0.32,,INCHES
BIS,M,2,RAIN,1957-12-01 00:00,1957-03-31 00:00,1.60,,INCHES
BIS,M,2,RAIN,1958-01-01 00:00,1958-04-30 00:00,0.58,,INCHES
BIS,M,2,RAIN,1958-02-01 00:00,1958-05-31 00:00,0.77,,INCHES
BIS,M,2,RAIN,1958-03-01 00:00,1958-06-30 00:00,1.46,,INCHES
BIS,M,2,RAIN,1958-04-01 00:00,1958-07-31 00:00,1.30,,INCHES
BIS,M,2,RAIN,1958-05-01 00:00,1958-08-31 00:00,0.08,,INCHES
BIS,M,2,RAIN,1958-06-01 00:00,1958-09-30 00:00,0.14,,INCHES
BIS,M,2,RAIN,1958-07-01 00:00,1958-10-31 00:00,0.00,,INCHES
BIS,M,2,RAIN,1958-08-01 00:00,1958-11-30 00:00,0.02,,INCHES
BIS,M,2,RAIN,1958-09-01 00:00,1958-12-31 00:00,0.10,,INCHES
BIS,M,2,RAIN,1958-10-01 00:00,1958-01-31 00:00,0.03,,INCHES
BIS,M,2,RAIN,1958-11-01 00:00,1958-02-28 00:00,0.28,,INCHES
BIS,M,2,RAIN,1958-12-01 00:00,1958-03-31 00:00,0.00,,INCHES
BIS,M,2,RAIN,1959-01-01 00:00,1959-04-30 00:00,0.77,,INCHES
BIS,M,2,RAIN,1959-02-01 00:00,1959-05-31 00:00,2.53,,INCHES
BIS,M,2,RAIN,1959-03-01 00:00,1959-06-30 00:00,0.02,,INCHES
BIS,M,2,RAIN,1959-04-01 00:00,1959-07-31 00:00,0.01,,INCHES
BIS,M,2,RAIN,1959-05-01 00:00,1959-08-31 00:00,0.18,,INCHES
BIS,M,2,RAIN,1959-06-01 00:00,1959-09-30 00:00,0.01,,INCHES
BIS,M,2,RAIN,1959-07-01 00:00,1959-10-31 00:00,0.05,,INCHES
BIS,M,2,RAIN,1959-08-01 00:00,1959-11-30 00:00,0.01,,INCHES
BIS,M,2,RAIN,1959-09-01 00:00,1959-12-31 00:00,0.28,,INCHES
BIS,M,2,RAIN,1959-10-01 00:00,1959-01-31 00:00,0.00,,INCHES
BIS,M,2,RAIN,1959-11-01 00:00,1959-02-28 00:00,0.00,,INCHES
BIS,M,2,RAIN,1959-12-01 00:00,1959-03-31 00:00,0.12,,INCHES
BIS,M,2,RAIN,1960-01-01 00:00,1960-04-29 00:00,0.18,,INCHES
BIS,M,2,RAIN,1960-02-01 00:00,1960-05-30 00:00,0.81,,INCHES
BIS,M,2,RAIN,1960-03-01 00:00,1960-06-29 00:00,0.03,,INCHES
